"RelativePath","Bytes","SHA256"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/02_ALGORITHM_FLOW.md","442","D9A8E57A562DE59967CD952451C0C1E1086D805264DAF828A0F28C4FEE657A7D"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/03_EXPERIMENT_EVIDENCE_TABLES.md","5478","9DE83AFB2D5294685A1A942571FB0F68447669A132FDCE0ADBD67148E93F2DB1"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/04_COMPLEXITY_AND_BEAMSPACE_DIMENSION.md","780","A1F9ED67DA0F8D691829E0766271D79087D9A984173133C802B0365230362998"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/05_COMPARISON_WITH_STEP7_BEAM_SMOOTHING.md","608","4302FE7C515FE24E371246FA86F0C672E41A4DAAD670793A6757DB73B6D38266"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/06_LIMITATIONS_AND_BOUNDARY_CASES.md","567","2A1D7B6AD0597E0D53B5C54048BF6A44A105EE9C520A572C50C46A72A6C05984"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/07_THESIS_WRITING_OUTLINE.md","687","E72EE13A08F614FEEF6D081CD227CDF57C920D20C1A4BA1D05E3E7853CB54E98"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/final_algorithm_route_flowchart.png","23675","32C92D1066242790D669E945C3695EBF50818F8782DE4639F7B1A02E8EE15F71"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/final_boundary_case_summary.png","20156","998EFF16FA31B0A295834AC5C4C860E9C6EA142B43244E474FA37B71D0711B33"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/final_coherence_success_summary.png","18029","5220CA7024B1640D725C376031C7E26084546D00DB223985DF8EA1C6606057B2"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/final_complexity_comparison.png","23118","DA4E1A8C3C17814EBDD1D10E02042AF7D7C4FCEB2853EB0283CB058AB05FD68E"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/final_model_comparison_success.png","17469","972BE74432E09D6CC06628210C59DFD891C76C71886E9C61362E88B1641643E9"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/final_stage_pass_flags.png","20174","9188912DE94DD56F43CD121238D0B2D7158DC6D9A6921DF4926B320EF9CF8859"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/step11_1_final_key_metrics.csv","1286","8E0881FBDBD67F4A206D069B582014F31B086B3A810B98932C5D76CB46DAABA0"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/step11_1_final_recommendation.csv","118","3ED5CA1CB4D62533A8B083091069BEB808F1E8530F5070B154055EDD7427A4A5"
"evidence/paper_exports/step11_1_beamspace_ml/results_step11_1_final_paper_evidence_summary/step11_1_final_stage_status.csv","3720","10EB7E6E8225D5972D01AD3C8D78B6DAC4E5028B6D2662969159DBE8B5A2CA0E"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_cond_WHW_vs_B.png","41666","8EA7D03628012549D3CCD8DF9858B1484F9FD18B728C41820BB75E8B7BDA0DD2"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_max_corr_vs_B.png","67305","75CCAA56068E9C1AA8B6DA2A5379D032CE31A927ED15B0ACCA47243246FDF71C"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_projection_loss_vs_B.png","77424","B0DB461FBB0383B601A9A051EB4C9DAD93EA00E1C69729A37D39FA0364973CB3"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_recommended_summary.png","16864","0B85DCF56629E729738FE7FD3B4EDB82A1E0C366377C7D91C5A6925408BE3B98"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_rmse_vs_B.png","68347","5FBE5E00563295FC3E858F1DD3249616F27012B31ACD36BE44F4FACF56BCD379"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_success_vs_B.png","62778","F7BD7CB0EB67BDAECF34FF07855E7ECFC6D170EDE7A5613DDA24AC581B73197D"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_success_vs_max_corr.png","50249","6C76A5AAA55341D1ED0DEE8C93EFD902D4BE3A48BE978AD450817AA4723AA22A"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_success_vs_projection_loss.png","49446","CD0B01A779C7B13DCEB2BAF376E13C9F6A3F6257E34C6C6BBA93F6A66576918E"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/b_budget_worst_case_vs_B.png","56180","41F80784A34D9A40B668723BCE840B2CBA5BFA774879C43DDE5F27EFEE451AE6"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/step11_2_b_budget_diagnostics.csv","14479","662C93B5C949A7BDA0FA70DD5EB12FE6BDC947C8F2374AB6635C0D297F13E9F5"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/step11_2_b_budget_keypoints.csv","1084","0F7ED758F9C04668745FABC336DA7C576BE3E624C168D826D21B040BC9421A88"
"evidence/paper_exports/step11_2_w_design/results_step11_2_b_budget_strategy_tradeoff/step11_2_b_budget_summary.csv","81607","114E0A42089959F58300978B6530DB0487600521F3A88667228400768654D753"
"evidence/paper_exports/step11_2_w_design/results_step11_2_recommended_w_robustness_confirmation/step11_2_w_robustness_keypoints.csv","503","81DBA3EBE15CDE0EDDFE7FB439A1B7B269A8C3069B4B5801DE243BAB08985B3B"
"evidence/paper_exports/step11_2_w_design/results_step11_2_recommended_w_robustness_confirmation/step11_2_w_robustness_summary.csv","9750","CB5129562586D630C0039B3F69B7CD914F4688FFE2DF8A157A642A757D8A89DF"
"evidence/paper_exports/step11_2_w_design/results_step11_2_recommended_w_robustness_confirmation/w_robustness_b7_vs_b25.png","32847","D6320C0B02670BBD86BF7072006690429026CC9774EFA94E8E12ACD9EBC043D7"
"evidence/paper_exports/step11_2_w_design/results_step11_2_recommended_w_robustness_confirmation/w_robustness_rmse_compare.png","31273","2A2B4ED8C3E7E36C644B6A8B26D0046BDDF6D96A3CD9D3D434AF50B6BE984F3B"
"evidence/paper_exports/step11_2_w_design/results_step11_2_recommended_w_robustness_confirmation/w_robustness_success_compare.png","28932","94487C09265FC4C8E7F1C9A35422C32535F8724EAFB6E7F4CA372AEF36800172"
"evidence/paper_exports/step11_2_w_design/results_step11_2_recommended_w_robustness_confirmation/w_robustness_worst_case_compare.png","29297","133CDD5E6F16FEADB2E754C6E937F326A42E6DB2D14A992A08D516E2EE3A55D9"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_pool_diagnostics/step11_2_w_pool_diagnostics_keypoints.csv","682","31FA92A4646312905D728B210FD4676017F8E6D5B971620641F3EBD5C9DA4DBB"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_pool_diagnostics/step11_2_w_pool_diagnostics_summary.csv","6220","9BBA6F43037FFD506BAB325B4A092286A43F2933A3E36EE12FF7B487FF9D152E"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_pool_diagnostics/w_cond_vs_B.png","39391","76A0E5AB9EFDD3DFBD76A8AF16BA5ECD4E37CBD161FDEEC1438EF90E38322970"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_pool_diagnostics/w_max_corr_vs_B.png","49583","2E717E9289131572EB5B38AEE781A666986E309CA648A8949E900293F3EF10D3"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_pool_diagnostics/w_projection_loss_vs_B.png","60190","9352BD0A4A3E3997492A5B9A2E1CA317C3CB95F7B14081B3455CD2D70E71D90E"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_pool_diagnostics/w_svd_energy_curve.png","30259","4744BC1BC30B1BDCBFAC13B4C34512317DC4DC8E626D998F388076832104B8A1"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/step11_2_w_selection_validation_keypoints.csv","1027","C597B6F10B3F543A6EAE73B80286E3B8EFC785526503FB6F5BE60C897991812E"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/step11_2_w_selection_validation_summary.csv","22818","249417C08F0A03507E400ECBCA3551DC03C158500EE4879A321D059937228459"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/w_method_complexity_compare.png","56465","D47C2A304DB0C7A722F9A33736483E7FB3938EC6F583CBAA19CC1546992341C0"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/w_method_corr_vs_success.png","35378","DBC02B0689999F051217D774179AF604922C071D77E16ED432079B292FDFC24C"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/w_method_projection_vs_success.png","36017","96189B2F41DC2A75FE01A9218DE88D0994292A79BF0AB75F5023FDB6F2231CCB"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/w_method_rmse_compare.png","44670","01CD211923C475F39572808A6BDAE7EBE2DD24BDC866F4430A890855ADB11E3D"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/w_method_success_compare.png","52378","DD4C985A3166D8D7618DEA82759B51D3DD7E04792E2D987DAC5FF9292C47E299"
"evidence/paper_exports/step11_2_w_design/results_step11_2_w_selection_validation/w_method_worst_case_compare.png","40369","08CCD8FE90391784193072D50E4BA8189F14803D7DE8E90560BE6EE4F8D15CB7"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/00_FINAL_STEP11_3_ONE_PAGE_SUMMARY.md","1254","BE7FF78E93ECD3B0AFFD9583BED5BB2108238E30580BE636BCF8211D341719A6"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/01_ALGORITHM_LOGIC_AND_FORMULATION.md","1007","9A396FBCD5C8376E5B3C2D0FC752C15F41AC33BE9B6C256724AFD8399657AA63"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/02_COARSE_TO_FINE_FLOW.md","700","1B2C2D9738447A7B7BB31174F38BE91C40370710BE30615042C16D25F6FC00FE"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/03_STAGE_RESULTS_TABLES.md","991","C11418A2D36477898DD38C845A80B6A35DAC774A6FC5AC2AF74D3A5F97683D28"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/04_COMPLEXITY_REDUCTION_ANALYSIS.md","510","592C1743B38615875DC6698C8E97CC183DEE9601E5528D541910C3CD0439B667"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/05_FRONTEND_PRIOR_AND_BIAS_ROBUSTNESS.md","573","90C75BF6EBF57FFB67D459302F227F846FF23CF11B0C76556766BCF84F1857BD"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/06_LIMITATIONS_AND_USAGE_BOUNDARY.md","640","02D22901E8D4CFDD414DD2209ABD7F6842642A50DB1C7658F53DC6DDF249C654"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/07_THESIS_WRITING_TEXT.md","2036","1E0DACEBD5BF3B782F5CB7160FB2E435ECEBAB0AF282E088E54B5D1E9B71F46D"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/final_step11_3_algorithm_flow.png","26311","3288DB2CE2E66EDE101316AAE015B6CA6314DB278E03E1F8B2DD4E40D543C41A"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/final_step11_3_bias_robustness.png","26452","6969D441DF408589192BC182B3CC35A0235540E83EFEF8101DF7D56C49C7BAFF"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/final_step11_3_num_pairs_compare.png","20914","6081B58772C0CDC7D9FD5BD78C13CC46E7B357B3FCA3C40A8D7B7233F8D9BDF5"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/final_step11_3_reduction_ratio.png","18974","69FBAD9719232E854A54F43504F2AF7B35636176E9CCEADDA972BD4DD684A732"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/final_step11_3_rmse_compare.png","23623","6AD6AD767AE36AA68E20AF7BA18B1CB3D99D583562C857B201E3373F261B64C1"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/final_step11_3_success_compare.png","16759","98997C7A5DC29F630F47D07CF579E05464D9D1EAF799F9932284C4810BD86E61"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/step11_3_final_key_metrics.csv","870","EA24C305920CC0D0DB8E2EA25729A7530AD9E3AF3D3913D90C452672D1951E57"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/step11_3_final_recommendation.csv","463","854C9E05F0BEEB007D0415429698410C2B9865AC858084B9430EACF2DAEC42BA"
"evidence/paper_exports/step11_3_search_acceleration/results_step11_3_final_search_acceleration_evidence_summary/step11_3_final_stage_status.csv","492","8B3D06556F3B8613DC95FF65290E0F4F38D27758583D0FD9FF0A3DFFA3070A9B"
"evidence/visual_v07/csv/v07_generated_csv_manifest.csv","1138","B3CC3394A347C8B528A183E2BDDCE7B3C10B6A0CEB16C5F28D3AB9648B314BCA"
"evidence/visual_v07/csv/v07_generated_figure_manifest.csv","3266","737C00D7AA68C1DF9B81FE4B36EDB9742AD35ADD3CF1A9053A019EE4D829EDE4"
"evidence/visual_v07/csv/v07_generated_mat_manifest.csv","152","842F03AA5D0C33C85E11384ED651FC10EB0491222A417984469DC6198A4B3ADE"
"evidence/visual_v07/csv/v07_generation_helper_status.csv","90","84FE68E3529A5A10867E03604F82C13E8B7737B83390F0691117BE9A8A4AE0BC"
"evidence/visual_v07/csv/v07_generation_warning_notes.csv","6","39E4C93BE4BBD9CA50CFCA54DFEFC43B1CE82D3AA2BF9AB595F4CBC504521065"
"evidence/visual_v07/csv/v07_likelihood_surface_easy_case.csv","90867","76D423E06D8DA4E94CB1AC227CA6E94132C92BEAF4BBF24E8556C7791FFD781A"
"evidence/visual_v07/csv/v07_likelihood_surface_topk_and_refine.csv","489","DE8717A59B82FC9878B845232D9B63D9DAC505AB3EAED7C9E79B742A8C918AF5"
"evidence/visual_v07/csv/v07_live_backend_direct_cached_outputs.csv","545","07AD595BB356EB18B2EA19358389A1A419CE0615DB64DB7B78D063948863BC52"
"evidence/visual_v07/csv/v07_representative_backend_outputs.csv","1566","D147C469CC3ED42CBC1D8DE24932CC53D454558DF356C6AB104850B3F0B3480E"
"evidence/visual_v07/csv/visual_quality_report.csv","736","F00819FE13A89EF7EE7D915C475A648CB1E5C3E72EAD1865D7F3AB7A3CC1BB28"
"fig_code/matlab_v18/chapter6_result_redraw/v08_redraw_result_figures_matlab_default.m","29227","F4B03530B3E0F5E7595AEDCE267AD1EA438758BEC737B817679B2D8EA9177C87"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v08_02_pair2d_parameterization_cn.png","77994","8DF9C5635062CEBF64683B47F4DFD5F78AA40FEDD7951078094F1434270CF2E9"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v08_13_experiment_model_comparison_cn.png","65647","7E5ADE4926E12603BD7D93E897556889D606F513081C790E3E84AC18856081D0"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v08_14_w_selection_and_b_budget_cn.png","131402","E3FF186C7B6D3DF53B965C3087B1369E5F2065AD82645A481EAAB2C5667E6AE6"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v08_15_c05_candidate_and_policy_curve_cn.png","100316","42A735F65C26C1D59174F7EE1580A918151AFB88FD534ABF6FAD6EA25ECAE966"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v08_16_cache_and_backend_runtime_decomposition_cn.png","98280","E0780A8B9F47B26E0E7660CE1DC5F60B294DCB9F98410D328DB46610DE4A0731"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v08_17_coarse_to_fine_experiment_cn.png","67804","5F9EDE2D5F7111A8C9C1C576B11C2B3F5A7546FC3918BF6F0D8D6C7A6668DCFC"
"fig_code/matlab_v18/outputs/chapter6_figures/fig_v12_06_case_boundary_summary_cn.png","234879","E2B4C04AA033690A5833C22BDD5C58F9987FCBC44098C39369DB19E2876EAD06"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v08_02_pair2d_parameterization_cn.png","77994","8007E78BE93950E561DD0EC10791DD0975A4127E387E3496D8C315C16C151B67"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v08_13_experiment_model_comparison_cn.png","65240","1A553455B3B9B1F4152B3C87A4B650B152FC77AE159F2628AA583247BFA044CA"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v08_14_w_selection_and_b_budget_cn.png","129981","6942588B103819CC8C794E32B8FC2E3AF302AAFA6844D8E09D5CC8E3B09666C0"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v08_15_c05_candidate_and_policy_curve_cn.png","98389","AA3753DC3B00C73B1F7B6D9AA208D9053ED6E993CB88AB75482ED7BF8187F25D"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v08_16_cache_and_backend_runtime_decomposition_cn.png","98280","65CF2DFF616EFCB5A98BBFFD9EF54FDB857EF6BE50AA6859462ABD4C102A2A00"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v08_17_coarse_to_fine_experiment_cn.png","67369","899306BA057F2B2FB53D5D1E3D4FBA3581B5A5C987CD63D60E7A89471CFEF9A7"
"fig_code/matlab_v18/outputs/chapter6_local_copy/fig_v12_06_case_boundary_summary_cn.png","234879","8C257A087CBAC7C48BCF1ADAC2364B40014C1BB20123D86ABC60CBE367FAAECB"
"fig_code/matlab_v18/outputs/figures/fig_4_2_w_selection_mechanism_cn.pdf","117651","FCA2D7CD76E48B4082216605914B6B778F0DB036BBDE60F9F57154CC17170A61"
"fig_code/matlab_v18/outputs/figures/fig_4_2_w_selection_mechanism_cn.png","789733","34F36E7A1F299ED7DCFC3C77FC2F42EB301F5196A2BB3F9C3B11020752DD906B"
"fig_code/matlab_v18/outputs/figures/fig_5_c05_adaptive_budget_mechanism_cn.pdf","218168","279DB1491CE934F3F1B6E53595AD277FD9C7DD3133EBC00789D636000BD4037E"
"fig_code/matlab_v18/outputs/figures/fig_5_c05_adaptive_budget_mechanism_cn.png","590751","0C7C605CF8F7DD7E697FFCC9C447EEBDF3C5BBFA0DCA45E65942B716C58F05AC"
"fig_code/matlab_v18/outputs/figures/fig_alg_pair2d_parameterization_dml_case_cn.png","251449","6439CF37015B64628F85BE5B92A73FCCA6EA74265531B2B5964C46DAB84F1C75"
"fig_code/matlab_v18/outputs/logs/v12_matlab_default_result_figures.log","308","FAD7379E0139C4AC29200803C61B73CC103EF101BA7FE0838966D68ED0C56697"
"fig_code/matlab_v18/outputs/paper_candidates/fig_alg_pair2d_parameterization_dml_case_cn.png","251449","6439CF37015B64628F85BE5B92A73FCCA6EA74265531B2B5964C46DAB84F1C75"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_3_1_pair2d_parameterization_candidate.m","365","3A3C7024E2D441EE9EFFFA9283D4BA3BB039E07C85398599512F01DFC0375E03"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_3_3_pair2d_dml_demo.m","226","81CBBB3F055CDE62A4152128D919DEFD97CAE0FFD940F443997DE47F62197807"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_4_2_w_selection_mechanism.m","224","8C96C6EF731ACF3184B4FDF78A829AEBEA63141D57FB615289518B7AD8A3E528"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_5_2_c05_adaptive_budget_mechanism.m","232","D6DEFAACEA9A961E9350D00781AA5A190061B2D1E6E93FE27C8533735CC15B71"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_6_1_model_comparison.m","232","11085E41C3FAA490A1879FF35F5A99887DBAF57C29CAC7C1B36F1245B11B1C30"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_6_2_w_selection_budget.m","227","058B851133880E853F5A4C97027D3B2843C71A9919AA7373FF5B7B01AD32CBD0"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_6_3_coarse_to_fine.m","230","231BA85C20143529484DB73583343F08EEAA2301ED964652C3155A62902DAF57"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_6_4_c05_policy.m","226","13AF12EDD95FD5F7550729F2CBA8DB5D510092EF65674119E2B485AB0811B7D7"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_6_5_cache_runtime.m","229","EBF640692C55D8DE86DE07F546335E47B9E579872E8C6E62154DD5C9535E103A"
"fig_code/matlab_v18/per_figure_entrypoints/plot_v18_fig_6_6_case_boundary.m","229","40D32D7E6C86C14BFA1CF5F37339D900AAAA35350F8B01451641233ED7D9C0D9"
"fig_code/matlab_v18/per_figure_entrypoints/run_all_v18_matlab_figure_entrypoints.m","1093","A51D703E9B42D14E61150C2A4D44E2FC24B47650FA95C1F13A61FCB7D81A4B9C"
"fig_code/matlab_v18/README.md","5532","B88BCE12E0999953E556BC94A826B9E6B32E053420A29A986529AC1D50CD1128"
"fig_code/matlab_v18/single_figure_scripts/run_generate_c05_adaptive_budget_mechanism_demo.m","10080","F0BD0EAAB824152934AC09104EEA18472D5899F4B89DF02720DC05852104982F"
"fig_code/matlab_v18/single_figure_scripts/run_generate_pair2d_parameterization_demo.m","11211","50A3D7680CE5AF19D16E2E992ACA8FB027EB3BAFDBF36DC7C42ED2999EC81D0D"
"fig_code/matlab_v18/single_figure_scripts/run_generate_w_selection_mechanism_demo.m","10150","96E3348E6A0750D3501D9EBE15A28816354708D9D9232ACE6EF5403B80B0F4EC"
"fig_code/matlab_v18/v18_matlab_figure_manifest.csv","3547","D52BBCCEF908D7B0DE2EFE745505B48D5B681405A9E8279B46E083FBDA57C9A6"
"PACKAGE_CONTENTS.md","4070","2C7D720E934C20C22706950ABB11B04B1F3487C9484617D873C507CF515F8D9B"
"paper/beamspace_ml_paper_v0.18_引用文献支撑修订稿.docx","8216518","C8AAECFE0BA18A7919C51E3F0570A3F3ADEB6653038EEBF29F2D606927AA926D"
"paper/beamspace_ml_paper_v0.18_引用文献支撑修订稿.pdf","2791037","4604144CE41D8B5FF8A8005398564A8552F1510CC154AC4555DE2C833EB8586A"
"paper/citation_checks/v18_citation_check_report.json","4281","503B37596BD96FB75C36C25A7982434939B87A655190D008A647A3C02842721F"
"paper/citation_checks/v18_citation_reorder_report.json","1757","59F1610215C5F214B0DF564B57F3C6456CE89D1710126394BFF3F51554CF8B90"
"paper/citation_checks/v18_docx_citation_check_report.json","4393","28F9BFF2BC90818A5F9A403F5400BF621A981F4B2018105D2B5C0F6E908CC881"
"paper/figures_v16_image2/fig_1_1.png","565636","E272B802C58639C5A7DC63672CF9B82396FCFDF426DF00265C037F09DB2FCDAC"
"paper/figures_v16_image2/fig_2_1.png","777007","CBE81DFA58B90F2DF3AF98D293CA3AB6F23B0F5637C969CCC6C4F81550441A5D"
"paper/figures_v16_image2/fig_3_1.png","804786","611547194FC8035253A1AF842FE5991861D0C4FADEB9DBD7BDF6AB5915353D65"
"paper/figures_v16_image2/fig_3_2.png","622129","DA5A2C91FC74E6A1E73985503948B22FF446BDE21DDB304B172DB4345DB4EC88"
"paper/figures_v16_image2/fig_3_3.png","222353","65465FA725F90612B68B825994CA05B24D988B72623028F9DC7FC6DD6692028D"
"paper/figures_v16_image2/fig_4_1.png","617957","181193FFF56963B0C8C8B635F9937B432766493B698B5FF23C3AD43E810AB0CA"
"paper/figures_v16_image2/fig_4_2.pdf","117651","282200C95319399B2E440CB02B2F34CF8BD4665D9F6C4B5665D10DC114872FD6"
"paper/figures_v16_image2/fig_4_2.png","789733","F5ED096A5248871E372D7569B7D0AD49706E13F3A1F6421BB662BA854BE399EB"
"paper/figures_v16_image2/fig_5_1.png","596361","540371985AD1EF1B6050707E4BA4E3630BA377477621FA45CDFAF96AD33B7A0C"
"paper/figures_v16_image2/fig_5_2.png","1195832","915F07CB6771D1C933087A7843A3A273D0BD630FF25572237B5F206D4C8F803D"
"paper/figures_v16_image2/fig_5_2_c05_adaptive_budget_mechanism_cn.png","479293","2994A8062ECF178CC75534666D6D53DE1F2946AFF1E64353DC92D6EB798A9711"
"paper/figures_v16_image2/fig_5_3.png","565410","555AFAFE47E732C58243457E6A0E59910EE3F51A00CC7B7E207485BFF25151AD"
"paper/figures_v16_image2/fig_6_1.png","275593","1A54647BDF14C22535FC0B64C4A506BF55E4B71284FC1B98BE37920BCD1F37C7"
"paper/figures_v16_image2/fig_6_2.png","205570","ACADAAB63EC13920E6EF1E87A8890136D3E3D159D3A35AFE060B913A2E09F57E"
"paper/figures_v16_image2/fig_6_3.png","117489","C00253A256838260E3A6F2C19A82C70B607020209E747933AD7F94B828ABF139"
"paper/figures_v16_image2/fig_6_4.png","185625","8E295F1A566446E5CBCD9A1F162D08BAF85C6EFD6E0DB35FDD3A87D8E29250D8"
